Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographics,Duration,Rating,Favorites,Themes
Beastars,,7.82,206,938,860,TV,12,Finished Airing,"Oct 10, 2019 to Dec 26, 2019",Fall 2019,Thursdays at 00:55 (JST),"Movic,       Fuji TV,       Bandai,       TOHO,       BS Fuji,       TOHO animation,       Q-Tec,       Akita Shoten,       Hakuhodo DY Media Partners,       Bandai Spirits,       Toho Music","None found, add some",Orange,Manga,"Drama, Suspense",Shounen,22 min. per ep.,R - 17+ (violence & profanity),"9,705","Anthropomorphic, Psychological, School"
Break Blade Movie 4: Sanka no Chi,Broken Blade 4,7.82,2900,939,58,Movie,1,Finished Airing,30-Oct-10,,,KlockWorx,Sentai Filmworks,"Production I.G,       Xebec",Manga,"Action, Fantasy",Shounen,49 min.,R - 17+ (violence & profanity),29,"Adult Cast, Mecha, Military"
Capeta,,7.82,4227,940,27,TV,52,Finished Airing,"Oct 4, 2005 to Sep 26, 2006",Fall 2005,Tuesdays at 18:00 (JST),"TV Tokyo,       Sotsu,       Marvelous Entertainment,       Delfi Sound","None found, add some",Studio Comet,Manga,Sports,Shounen,23 min. per ep.,PG - Children,305,Racing
Danshi Koukousei no Nichijou Specials,Daily Lives of High School Boys Specials,7.82,1652,941,138,Special,6,Finished Airing,"Apr 3, 2012 to Sep 4, 2012",,,"None found, add some","NIS America, Inc.",Sunrise,Web manga,Comedy,,3 min. per ep.,PG-13 - Teens 13 or older,191,"Gag Humor, School"
Gekkan Shoujo Nozaki-kun,Monthly Girls' Nozaki-kun,7.82,179,942,932,TV,12,Finished Airing,"Jul 7, 2014 to Sep 22, 2014",Summer 2014,Mondays at 01:05 (JST),"TV Tokyo,       Frontier Works,       Media Factory,       AT-X,       Sony Music Communications",Sentai Filmworks,Doga Kobo,4-koma manga,"Comedy, Romance",,24 min. per ep.,PG-13 - Teens 13 or older,"11,025","Otaku Culture, School"
Gungrave,,7.82,1254,943,191,TV,26,Finished Airing,"Oct 7, 2003 to Mar 30, 2004",Fall 2003,Tuesdays at 01:30 (JST),Tohokushinsha Film Corporation,"Funimation,       Geneon Entertainment USA",Madhouse,Game,"Action, Drama, Sci-Fi",,25 min. per ep.,R - 17+ (violence & profanity),"2,414","Adult Cast, Gore, Organized Crime, Super Power"
Haikyuu!! (OVA),,7.82,3946,944,32,OVA,10,Finished Airing,04-Mar-20,,,Shueisha,"None found, add some","None found, add some",Manga,Sports,Shounen,2 min. per ep.,PG-13 - Teens 13 or older,60,Team Sports
Kara no Kyoukai Movie 4: Garan no Dou,The Garden of Sinners Chapter 4: The Hollow Shrine,7.82,1134,945,216,Movie,1,Finished Airing,24-May-08,,,Notes,Aniplex of America,ufotable,Light novel,"Action, Mystery, Supernatural, Suspense",,46 min.,R - 17+ (violence & profanity),318,
Kidou Senshi Gundam: Senkou no Hathaway,Mobile Suit Gundam: Hathaway,7.82,3582,946,39,Movie,1,Finished Airing,11-Jun-21,,,"None found, add some","None found, add some",Sunrise,Novel,"Action, Drama, Sci-Fi",,1 hr. 35 min.,PG-13 - Teens 13 or older,309,"Mecha, Military, Space"
Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,Winter Cup Highlights Episode 3 – Winter Cup Highlights -Crossing the Door-,7.82,3420,947,43,Movie,1,Finished Airing,03-Dec-16,,,"None found, add some","None found, add some",Production I.G,Manga,"Comedy, Sports",Shounen,1 hr. 28 min.,PG-13 - Teens 13 or older,38,Team Sports
Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,Mushoku Tensei: Jobless Reincarnation - Eris the Goblin Slayer,7.82,1358,948,176,Special,1,Finished Airing,16-Mar-22,,,"Frontier Works,       TOHO animation,       Hakuhodo DY Music & Pictures,       BS11,       Egg Firm,       Kadokawa,       GREE Entertainment","None found, add some",Studio Bind,Light novel,"Adventure, Drama, Fantasy",,23 min.,R - 17+ (violence & profanity),576,"Isekai, Reincarnation"
One Piece Film: Red,,7.82,1388,949,170,Movie,1,Finished Airing,06-Aug-22,,,"None found, add some",Crunchyroll,Toei Animation,Manga,"Action, Adventure, Award Winning, Comedy, Drama, Fantasy",Shounen,1 hr. 55 min.,PG-13 - Teens 13 or older,"1,645",Idols (Female)
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,The Angel Next Door Spoils Me Rotten,7.82,767,950,314,TV,12,Finished Airing,"Jan 7, 2023 to Mar 25, 2023",Winter 2023,Saturdays at 22:30 (JST),"Pony Canyon,       Movic,       Magic Capsule,       TOHO animation,       Tokyo MX,       Good Smile Company,       Miracle Bus,       Pia,       SB Creative,       Toho Music","None found, add some",Project No.9,Light novel,Romance,,23 min. per ep.,PG-13 - Teens 13 or older,"5,238",School
Shanhe Jian Xin,Thousand Autumns,7.82,6367,951,10,ONA,16,Finished Airing,"Feb 8, 2021 to Mar 15, 2021",,,"Tencent Penguin Pictures,       Bytehoo","None found, add some",Motion Magic,Novel,"Action, Fantasy",,25 min. per ep.,PG-13 - Teens 13 or older,186,"Historical, Martial Arts"
Jungle wa Itsumo Hare nochi Guu,Haré+Guu,7.81,3802,952,34,TV,26,Finished Airing,"Apr 3, 2001 to Sep 25, 2001",Spring 2001,Tuesdays at 18:00 (JST),"Bandai Visual,       Sotsu","Funimation,       AN Entertainment",Shin-Ei Animation,Manga,"Comedy, Slice of Life",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,420,"Gag Humor, School"
Kokoro ga Sakebitagatterunda.,The Anthem of the Heart,7.81,718,953,333,Movie,1,Finished Airing,19-Sep-15,,,"Aniplex,       Dentsu,       Fuji TV,       Lawson HMV Entertainment,       Shogakukan",Aniplex of America,A-1 Pictures,Original,"Drama, Romance",,1 hr. 59 min.,PG-13 - Teens 13 or older,"1,932","Performing Arts, School"
Little Witch Academia (TV),Little Witch Academia,7.81,330,954,649,TV,25,Finished Airing,"Jan 9, 2017 to Jun 26, 2017",Winter 2017,Mondays at 00:00 (JST),"Ultra Super Pictures,       TOHO animation,       Good Smile Company","None found, add some",Trigger,Original,"Adventure, Comedy, Fantasy",,24 min. per ep.,G - All Ages,"7,665",School
Lupin III: The First,,7.81,3895,955,33,Movie,1,Finished Airing,06-Dec-19,,,"TOHO,       HOTZIPANG,       Abe Shuuji Jimusho",GKIDS,"TMS Entertainment,       Marza Animation Planet",Manga,"Action, Adventure, Comedy, Mystery",Seinen,1 hr. 32 min.,PG-13 - Teens 13 or older,170,Adult Cast
Mairimashita! Iruma-kun 3rd Season,Welcome to Demon School! Iruma-kun Season 3,7.81,1252,956,192,TV,21,Finished Airing,"Oct 8, 2022 to Mar 4, 2023",Fall 2022,Saturdays at 18:25 (JST),"NHK,       NHK Enterprises","None found, add some",Bandai Namco Pictures,Manga,"Comedy, Fantasy",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"1,260","Isekai, School"
New Initial D Movie: Legend 2 - Tousou,Initial D Legend 2 Racer,7.81,3998,957,31,Movie,1,Finished Airing,23-May-15,,,"Shochiku,       Kodansha,       Ultra Super Pictures,       Avex Pictures,       Sammy",Sentai Filmworks,"SANZIGEN,       LIDENFILMS",Manga,,Seinen,1 hr. 1 min.,PG-13 - Teens 13 or older,47,Racing
Planetarian: Hoshi no Hito,Planetarian: Storyteller of the Stars,7.81,3150,958,49,Movie,1,Finished Airing,03-Sep-16,,,Visual Arts,Funimation,David Production,Visual novel,"Drama, Sci-Fi",,1 hr. 56 min.,PG-13 - Teens 13 or older,214,
Seto no Hanayome OVA,My Bride is a Mermaid OVA,7.81,3020,959,53,OVA,2,Finished Airing,"Nov 3, 2008 to Jan 5, 2009",,,"None found, add some","None found, add some","Gonzo,       AIC",Manga,"Comedy, Fantasy, Romance, Slice of Life",Shounen,29 min. per ep.,PG-13 - Teens 13 or older,29,"Parody, School"
Yamada-kun to Lv999 no Koi wo Suru,My Love Story with Yamada-kun at Lv999,7.81,564,960,408,TV,13,Finished Airing,"Apr 2, 2023 to Jun 25, 2023",Spring 2023,Sundays at 00:30 (JST),"Aniplex,       Movic,       Tokyo MX,       BS11,       Egg Firm,       Kadokawa,       COMICSMART",Aniplex of America,Madhouse,Web manga,Romance,,23 min. per ep.,PG-13 - Teens 13 or older,"4,289",Video Game
Yuanshen: Weixing zhi Lu,Genshin Impact: The Road Not Taken,7.81,12471,961,1,ONA,1,Finished Airing,24-May-24,,,miHoYoAnime,"None found, add some","None found, add some",Game,"Drama, Fantasy",,3 min.,G - All Ages,7,"Isekai, Music, Mythology"
Yuru Yuri♪♪,YuruYuri: Happy Go Lily ♪♪,7.81,1286,962,187,TV,12,Finished Airing,"Jul 3, 2012 to Sep 18, 2012",Summer 2012,Unknown,"Sotsu,       Pony Canyon,       DAX Production","NIS America, Inc.",Doga Kobo,Manga,"Comedy, Girls Love",,23 min. per ep.,PG-13 - Teens 13 or older,964,"CGDCT, Gag Humor, School"
Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,Zom 100: Bucket List of the Dead,7.81,424,963,530,TV,12,Finished Airing,"Jul 9, 2023 to Dec 26, 2023",Summer 2023,Sundays at 17:00 (JST),"Shogakukan-Shueisha Productions,       Shogakukan,       dugout",VIZ Media,BUG FILMS,Manga,"Action, Comedy, Horror, Supernatural, Suspense",Seinen,24 min. per ep.,R - 17+ (violence & profanity),"3,927","Adult Cast, Survival"
Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,,7.81,3999,964,31,Movie,1,Finished Airing,03-Oct-15,,,Sotsu,"None found, add some",SANZIGEN,Manga,"Action, Sci-Fi",Seinen,1 hr. 44 min.,PG-13 - Teens 13 or older,126,
Bungou Stray Dogs,Bungo Stray Dogs,7.81,92,965,1,TV,12,Finished Airing,"Apr 7, 2016 to Jun 23, 2016",Spring 2016,Thursdays at 01:05 (JST),"Lantis,       Movic,       KlockWorx,       Bandai Namco Live Creative,       Glovision,       Lawson HMV Entertainment,       Sony PCL,       Kadokawa","Funimation,       Crunchyroll",Bones,Manga,"Action, Mystery, Supernatural",Seinen,23 min. per ep.,R - 17+ (violence & profanity),"27,481","Adult Cast, Detective, Organized Crime, Super Power"
Eikoku Koi Monogatari Emma: Molders-hen,Emma: A Victorian Romance Season Two,7.81,4223,966,27,TV,12,Finished Airing,"Apr 17, 2007 to Jul 3, 2007",Spring 2007,Unknown,"None found, add some",Nozomi Entertainment,Ajia-do,Manga,"Drama, Romance",Seinen,25 min. per ep.,G - All Ages,111,"Adult Cast, Historical"
Enen no Shouboutai: Ni no Shou,Fire Force Season 2,7.81,249,967,776,TV,24,Finished Airing,"Jul 4, 2020 to Dec 12, 2020",Summer 2020,Saturdays at 01:55 (JST),"Mainichi Broadcasting System,       Kodansha,       bilibili,       DMM pictures,       DMM Music",Funimation,David Production,Manga,"Action, Fantasy, Sci-Fi",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"2,902",Super Power
Flanders no Inu (Movie),The Dog of Flanders,7.81,4633,968,22,Movie,1,Finished Airing,15-Mar-97,,,"Shochiku,       Fuji TV,       Pioneer LDC",Geneon Entertainment USA,Nippon Animation,Novel,Drama,,1 hr. 42 min.,G - All Ages,84,"Historical, Pets, Visual Arts"
Goku Sayonara Zetsubou Sensei,Goodbye Mr. Despair OAD,7.81,2727,969,65,OVA,3,Finished Airing,"Oct 17, 2008 to Feb 17, 2009",,,"None found, add some","None found, add some",Shaft,Manga,Comedy,Shounen,25 min. per ep.,R - 17+ (violence & profanity),85,"Gag Humor, Parody, School"
Hidamari Sketch x ☆☆☆ Specials,,7.81,5390,970,15,Special,2,Finished Airing,"Oct 23, 2010 to Oct 30, 2010",,,"Aniplex,       Lantis,       TBS,       Movic,       Houbunsha",Sentai Filmworks,Shaft,4-koma manga,Slice of Life,,24 min. per ep.,PG-13 - Teens 13 or older,10,"CGDCT, Iyashikei, School, Visual Arts"
IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,,7.81,9856,971,3,Movie,2,Finished Airing,20-May-23,,,Lantis,"None found, add some",Orange,Game,,,1 hr. 30 min. per ep.,PG-13 - Teens 13 or older,33,"Idols (Male), Music"
Aggressive Retsuko (ONA) 3rd Season,Aggretsuko (ONA) 3rd Season,7.8,2228,972,91,ONA,10,Finished Airing,27-Aug-20,,,"Sanrio,       Netflix","None found, add some",Fanworks,Other,Comedy,,16 min. per ep.,PG-13 - Teens 13 or older,259,"Anthropomorphic, Workplace"
Baby Steps,,7.8,1568,973,147,TV,25,Finished Airing,"Apr 6, 2014 to Sep 21, 2014",Spring 2014,Unknown,NHK,"None found, add some",Pierrot,Manga,Sports,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,846,School
Blue Period,,7.8,482,974,468,TV,12,Finished Airing,"Oct 2, 2021 to Dec 18, 2021",Fall 2021,Saturdays at 01:25 (JST),"Mainichi Broadcasting System,       Kodansha,       DMM pictures,       Bit grooove promotion,       DMM Music","None found, add some",Seven Arcs,Manga,Drama,Seinen,23 min. per ep.,PG-13 - Teens 13 or older,"6,107","School, Visual Arts"
Break Blade Movie 5: Shisen no Hate,Broken Blade 5,7.8,2964,975,55,Movie,1,Finished Airing,22-Jan-11,,,KlockWorx,Sentai Filmworks,"Production I.G,       Xebec",Manga,"Action, Fantasy",Shounen,47 min.,R - 17+ (violence & profanity),28,"Adult Cast, Mecha, Military"
City Hunter 3,,7.8,4679,976,22,TV,13,Finished Airing,"Oct 15, 1989 to Jan 21, 1990",Fall 1989,Unknown,"None found, add some","ADV Films,       Discotek Media",Sunrise,Manga,"Action, Comedy, Mystery",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,50,
InuYasha Movie 3: Tenka Hadou no Ken,InuYasha the Movie 3: Swords of an Honorable Ruler,7.8,2058,977,102,Movie,1,Finished Airing,20-Dec-03,,,"Kyoto Animation,       Shogakukan-Shueisha Productions,       Yomiuri Telecasting,       Nippon Television Network",VIZ Media,Sunrise,Manga,"Action, Adventure, Fantasy, Romance",Shounen,1 hr. 38 min.,PG-13 - Teens 13 or older,214,"Historical, Mythology, Time Travel"
Jormungand,,7.8,650,978,366,TV,12,Finished Airing,"Apr 11, 2012 to Jun 27, 2012",Spring 2012,Wednesdays at 00:30 (JST),"Geneon Universal Entertainment,       Shogakukan-Shueisha Productions",Funimation,White Fox,Manga,"Action, Adventure",Seinen,24 min. per ep.,R+ - Mild Nudity,"3,101","Adult Cast, Military, Organized Crime"
Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,Miss Kobayashi's Dragon Maid S: Japanese Hospitality (The Attendant is a Dragon),7.8,2517,979,74,Special,1,Finished Airing,19-Jan-22,,,"None found, add some","None found, add some",Kyoto Animation,Manga,"Fantasy, Slice of Life",,23 min.,PG-13 - Teens 13 or older,291,
Kuroko no Basket: Tip Off,Kuroko's Basketball: Tip Off,7.8,2026,980,105,Special,1,Finished Airing,22-Feb-13,,,"Bandai Visual,       Lantis","None found, add some",Production I.G,Manga,Sports,Shounen,23 min.,PG-13 - Teens 13 or older,89,"School, Team Sports"
Little Witch Academia,,7.8,768,981,313,Movie,1,Finished Airing,02-Mar-13,,,"Half H.P Studio,       Ultra Super Pictures","None found, add some",Trigger,Original,"Adventure, Comedy, Fantasy",,26 min.,PG-13 - Teens 13 or older,"1,351",School
Lucky☆Star: Original na Visual to Animation,Lucky☆Star OVA,7.8,1695,982,133,OVA,1,Finished Airing,26-Sep-08,,,"Kadokawa Shoten,       Movic,       KlockWorx","Funimation,       Bandai Entertainment",Kyoto Animation,4-koma manga,Comedy,,42 min.,PG-13 - Teens 13 or older,212,"CGDCT, School, Video Game"
Lupin the IIIrd: Jigen Daisuke no Bohyou,Lupin the Third: Jigen's Gravestone,7.8,4093,983,29,Movie,1,Finished Airing,21-Jun-14,,,"TMS Entertainment,       TMS Music",Discotek Media,Telecom Animation Film,Manga,"Action, Adventure, Drama",Seinen,51 min.,R+ - Mild Nudity,89,Adult Cast
Magi: Sinbad no Bouken,,7.8,1663,984,137,OVA,5,Finished Airing,"May 14, 2014 to Jul 15, 2015",,,"Aniplex,       Shogakukan","None found, add some",Lay-duce,Manga,"Action, Adventure, Fantasy",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,254,
Mahoujin Guruguru (2017),Magical Circle,7.8,3872,985,33,TV,24,Finished Airing,"Jul 11, 2017 to Dec 20, 2017",Summer 2017,Wednesdays at 01:35 (JST),"TV Tokyo,       Square Enix,       Lantis,       Kadokawa Shoten,       AT-X,       Magic Capsule,       Sony Music Communications","None found, add some",Production I.G,Manga,"Adventure, Comedy, Fantasy",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,238,Parody
Maria-sama ga Miteru 3rd,Maria Watches Over Us 3rd,7.8,4577,986,23,OVA,5,Finished Airing,"Dec 29, 2006 to Jul 25, 2007",,,"None found, add some",Nozomi Entertainment,Studio Deen,Light novel,"Drama, Girls Love",Shoujo,51 min. per ep.,PG-13 - Teens 13 or older,101,School
Meitantei Conan Movie 08: Ginyoku no Time Travel Recap,Detective Conan Movie 08: Time Travel of the Silver Sky Recap,7.8,4695,987,22,TV Special,1,Finished Airing,30-Apr-04,,,"None found, add some","None found, add some",TMS Entertainment,Manga,"Adventure, Mystery",,25 min.,PG-13 - Teens 13 or older,8,
Nodame Cantabile: Finale - Mine to Kiyora no Saikai,,7.8,3342,988,44,Special,1,Finished Airing,07-Apr-10,,,"None found, add some","None found, add some",J.C.Staff,Manga,"Comedy, Romance",Josei,25 min.,PG-13 - Teens 13 or older,35,"Adult Cast, Music"
Ojamajo Doremi Na-i-sho,,7.8,6064,989,11,OVA,13,Finished Airing,"Jun 26, 2004 to Dec 11, 2004",,,"None found, add some","None found, add some",Toei Animation,Original,"Comedy, Fantasy",,25 min. per ep.,G - All Ages,103,Mahou Shoujo
Oomuro-ke: Dear Sisters,,7.8,5733,990,13,Movie,1,Finished Airing,02-Feb-24,,,"Lantis,       Cloud22","None found, add some","Passione,       Studio Lings",Manga,"Comedy, Girls Love",,43 min.,PG-13 - Teens 13 or older,63,"CGDCT, School"
Shadows House,,7.8,983,991,250,TV,13,Finished Airing,"Apr 11, 2021 to Jul 4, 2021",Spring 2021,Sundays at 00:30 (JST),"Aniplex,       WOWOW,       Tokyo MX,       Shueisha,       BS Asahi",Funimation,CloverWorks,Manga,"Fantasy, Mystery",Seinen,23 min. per ep.,PG-13 - Teens 13 or older,"2,022",
Slayers Try,,7.8,2969,992,55,TV,26,Finished Airing,"Apr 4, 1997 to Sep 26, 1997",Spring 1997,Fridays at 18:30 (JST),SoftX,"Funimation,       Central Park Media",E&G Films,Light novel,"Action, Adventure, Comedy, Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older,233,
Sonny Boy,,7.8,766,993,314,TV,12,Finished Airing,"Jul 16, 2021 to Oct 1, 2021",Summer 2021,Fridays at 00:30 (JST),"Shochiku,       Marui Group,       BS Asahi",Funimation,Madhouse,Original,"Award Winning, Mystery",,24 min. per ep.,PG-13 - Teens 13 or older,"6,881","Isekai, Super Power"
Tamayura: Sotsugyou Shashin Part 3 - Akogare,,7.8,6296,994,10,Movie,1,Finished Airing,28-Nov-15,,,"Shochiku,       flying DOG","None found, add some",TYO Animations,Original,Slice of Life,,51 min.,G - All Ages,12,"CGDCT, Iyashikei"
Shingeki no Kyojin Movie 1: Guren no Yumiya,Attack on Titan: Crimson Bow and Arrow,7.79,1757,995,127,Movie,1,Finished Airing,22-Nov-14,,,"Production I.G,       Dentsu,       Mainichi Broadcasting System,       Pony Canyon,       Kodansha,       Pony Canyon Enterprises",Funimation,Wit Studio,Manga,"Action, Drama, Suspense",Shounen,1 hr. 58 min.,R - 17+ (violence & profanity),220,"Gore, Survival"
Taishou Otome Otogibanashi,Taisho Otome Fairy Tale,7.79,1564,996,148,TV,12,Finished Airing,"Oct 9, 2021 to Dec 25, 2021",Fall 2021,Saturdays at 01:53 (JST),"Pony Canyon,       Bit grooove promotion",Funimation,SynergySP,Manga,"Comedy, Drama, Romance",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"1,174",Historical
The Last: Naruto the Movie,Naruto Shippuden the Movie 7: The Last,7.79,356,997,613,Movie,1,Finished Airing,06-Dec-14,,,"TV Tokyo,       Shueisha",VIZ Media,Pierrot,Manga,"Action, Adventure, Fantasy, Romance",Shounen,1 hr. 52 min.,PG-13 - Teens 13 or older,"2,209",
Tokyo Ghoul,,7.79,10,998,2,TV,12,Finished Airing,"Jul 4, 2014 to Sep 19, 2014",Summer 2014,Fridays at 00:00 (JST),"Marvelous AQL,       TC Entertainment,       Shueisha",Funimation,Pierrot,Manga,"Action, Fantasy, Horror, Suspense",Seinen,24 min. per ep.,R - 17+ (violence & profanity),"50,551","Gore, Psychological"
Undead Unluck,,7.79,972,999,253,TV,24,Finished Airing,"Oct 7, 2023 to Mar 23, 2024",Fall 2023,Saturdays at 01:23 (JST),"TMS Entertainment,       Mainichi Broadcasting System,       Magic Capsule,       Shueisha","None found, add some",David Production,Manga,"Action, Comedy, Fantasy",Shounen,23 min. per ep.,R - 17+ (violence & profanity),"1,452",Super Power
Wanmei Shijie,Perfect World,7.79,6470,1000,9,ONA,182,Currently Airing,"Apr 23, 2021 to ?",,,Tencent Penguin Pictures,"None found, add some",Foch Films,Novel,"Action, Adventure, Fantasy",,19 min. per ep.,PG-13 - Teens 13 or older,161,
Wolf's Rain,,7.79,729,1001,330,TV,26,Finished Airing,"Jan 7, 2003 to Jul 29, 2003",Winter 2003,Tuesdays at 02:10 (JST),"Bandai Visual,       Asatsu DK,       Fuji TV","Funimation,       Bandai Entertainment",Bones,Original,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,"5,753",
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,,7.79,5469,1002,14,Movie,1,Finished Airing,15-Apr-17,,,Pony Canyon,"None found, add some",Studio Gokumi,Light novel,"Drama, Fantasy, Slice of Life",,47 min.,PG-13 - Teens 13 or older,25,Mahou Shoujo
Crayon Shin-chan,Shin Chan,7.79,2322,1003,84,TV,Unknown,Currently Airing,"Apr 13, 1992 to ?",Spring 1992,Fridays at 19:30 (JST),TV Asahi,Funimation,Shin-Ei Animation,Manga,"Comedy, Ecchi",Seinen,21 min.,G - All Ages,"1,265",School
Digimon Adventure: Bokura no War Game!,Digimon: The Movie,7.79,2416,1004,79,Movie,1,Finished Airing,04-Mar-00,,,"None found, add some","Discotek Media,       Saban Entertainment",Toei Animation,Original,"Adventure, Comedy, Sci-Fi",Kids,41 min.,PG - Children,355,
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,Dragon Ball Z: The History of Trunks,7.79,1938,1005,112,TV Special,1,Finished Airing,24-Feb-93,,,"None found, add some",Funimation,Toei Animation,Manga,"Adventure, Drama, Fantasy",Shounen,48 min.,PG-13 - Teens 13 or older,182,
Emiya-san Chi no Kyou no Gohan,Today's Menu for the Emiya Family,7.79,1708,1006,133,ONA,13,Finished Airing,"Jan 25, 2018 to Jan 1, 2019",,,"Aniplex,       Kadokawa",Aniplex of America,ufotable,Web manga,"Gourmet, Slice of Life",,13 min. per ep.,PG-13 - Teens 13 or older,745,Iyashikei
Go! Princess Precure,Go! Princess Pretty Cure,7.79,4984,1007,19,TV,50,Finished Airing,"Feb 1, 2015 to Jan 31, 2016",Winter 2015,Sundays at 08:30 (JST),"None found, add some","None found, add some",Toei Animation,Original,"Action, Comedy, Fantasy",,24 min. per ep.,G - All Ages,335,"Mahou Shoujo, School"
Gochuumon wa Usagi desu ka?? Dear My Sister,Is the order a rabbit?? Dear My Sister,7.79,3428,1008,42,Movie,1,Finished Airing,11-Nov-17,,,Showgate,"None found, add some",production doA,4-koma manga,Slice of Life,,1 hr.,PG-13 - Teens 13 or older,131,"CGDCT, Iyashikei, Workplace"
Igano Kabamaru,,7.79,6075,1009,11,TV,24,Finished Airing,"Oct 20, 1983 to Mar 29, 1984",Fall 1983,Thursdays at 19:00 (JST),TOHO,"None found, add some",Group TAC,Manga,"Action, Adventure, Comedy, Romance",Shoujo,23 min. per ep.,PG-13 - Teens 13 or older,139,School
Inu-Ou,Inu-Oh,7.79,4165,1010,28,Movie,1,Finished Airing,28-May-22,,,"Asmik Ace,       Tohokushinsha Film Corporation",GKIDS,Science SARU,Novel,"Award Winning, Fantasy",,1 hr. 37 min.,R - 17+ (violence & profanity),179,"Historical, Music, Performing Arts"
Isekai Ojisan,Uncle from Another World,7.79,672,1011,354,TV,13,Finished Airing,"Jul 6, 2022 to Mar 8, 2023",Summer 2022,Wednesdays at 22:00 (JST),"Movic,       AT-X,       Sammy,       BS11,       Kadokawa Media House,       Kadokawa","None found, add some",AtelierPontdarc,Web manga,"Comedy, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,"2,014","Adult Cast, Isekai, Otaku Culture, Parody"
Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,"The 100 Girlfriends Who Really, Really, Really, Really, Really Love You",7.79,1141,1012,214,TV,12,Finished Airing,"Oct 8, 2023 to Dec 24, 2023",Fall 2023,Sundays at 22:30 (JST),"Lantis,       Movic,       Bushiroad,       Tokyo MX,       Shueisha,       NetEase,       Bushiroad Move,       Bandai Namco Filmworks,       Bandai Namco Music Live","None found, add some",Bibury Animation Studios,Manga,"Comedy, Romance",Seinen,23 min. per ep.,PG-13 - Teens 13 or older,"2,242","Harem, Parody, School"
Last Exile,,7.79,1360,1013,176,TV,26,Finished Airing,"Apr 8, 2003 to Sep 30, 2003",Spring 2003,Tuesdays at 01:30 (JST),"GDH,       Victor Entertainment,       TV Tokyo Music","Funimation,       Geneon Entertainment USA",Gonzo,Original,"Action, Adventure, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,"1,863",
Meitantei Conan Movie 07: Meikyuu no Crossroad,Detective Conan Movie 07: Crossroad in the Ancient Capital,7.79,3060,1014,52,Movie,1,Finished Airing,19-Apr-03,,,"None found, add some","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Shounen,1 hr. 48 min.,PG-13 - Teens 13 or older,37,Detective
Meitantei Conan Movie 09: Suihei Senjou no Strategy,Detective Conan Movie 09: Strategy Above the Depths,7.79,3120,1015,50,Movie,1,Finished Airing,09-Apr-05,,,"None found, add some","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Shounen,1 hr. 50 min.,PG-13 - Teens 13 or older,22,Detective
New Initial D Movie: Legend 1 - Kakusei,Initial D Legend 1 Awakening,7.79,3600,1016,39,Movie,1,Finished Airing,24-Aug-14,,,"Shochiku,       Kodansha,       Ultra Super Pictures,       Avex Pictures,       Sammy",Sentai Filmworks,"SANZIGEN,       LIDENFILMS",Manga,Action,Seinen,1 hr. 2 min.,PG-13 - Teens 13 or older,82,Racing
Psycho-Pass 3: First Inspector,,7.79,2111,1017,98,ONA,3,Finished Airing,27-Mar-20,,,"Dentsu,       Fuji TV,       Nitroplus,       Sony Music Entertainment,       TOHO animation,       MAGNET","None found, add some",Production I.G,Original,"Action, Mystery, Sci-Fi",,46 min. per ep.,R - 17+ (violence & profanity),160,"Adult Cast, Detective, Psychological"
Saint☆Oniisan (Movie),Saint☆Young Men (Movie),7.79,2139,1018,96,Movie,1,Finished Airing,10-May-13,,,"Aniplex,       Kodansha,       TOHO,       Three S Studio","None found, add some",A-1 Pictures,Manga,Comedy,Seinen,1 hr. 29 min.,PG-13 - Teens 13 or older,468,
