Name,Anime_url,Positive_ratio,Total_reviews
Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,https://myanimelist.net/anime/3015/Ginga_Eiyuu_Densetsu_Gaiden__Ougon_no_Tsubasa,37.68111345932436,7
Gokujou!! Mecha Mote Iinchou Second Collection,https://myanimelist.net/anime/8538/Gokujou_Mecha_Mote_Iinchou_Second_Collection,0.0,0
Guskou Budori no Denki (2012),https://myanimelist.net/anime/13215/Guskou_Budori_no_Denki_2012,44.79049607457599,4
Jankenman,https://myanimelist.net/anime/7405/Jankenman,0.0,0
Kaitou Lupin: 813 no Nazo,https://myanimelist.net/anime/17403/Kaitou_Lupin__813_no_Nazo,0.0,0
Kakumei no Wakaki Sora,https://myanimelist.net/anime/23711/Kakumei_no_Wakaki_Sora,0.0,0
"Hachi-nan tte, Sore wa Nai deshou!",https://myanimelist.net/anime/38830/Hachi-nan_tte_Sore_wa_Nai_deshou,34.256697559647186,120
Koukaku Kidoutai Arise [.jp],https://myanimelist.net/anime/29255/Koukaku_Kidoutai_Arise_jp,0.0,0
Konbini Kareshi,https://myanimelist.net/anime/35434/Konbini_Kareshi,33.30180001301134,30
Koutetsu Tenshi Kurumi 2,https://myanimelist.net/anime/555/Koutetsu_Tenshi_Kurumi_2,54.61917342294843,5
Kudan,https://myanimelist.net/anime/8332/Kudan,43.5489411651747,1
Little Charo,https://myanimelist.net/anime/13177/Little_Charo,0.0,0
Mao Zhi Ming Specials,https://myanimelist.net/anime/51000/Mao_Zhi_Ming_Specials,51.777478075175566,1
Mari Iyagi,https://myanimelist.net/anime/2133/Mari_Iyagi,33.740397828021166,2
Monster Hunter Stories: Ride On,https://myanimelist.net/anime/31631/Monster_Hunter_Stories__Ride_On,9.575643462572543,1
My Life,https://myanimelist.net/anime/16690/My_Life,61.59608002281203,3
Nanocore 2nd Season,https://myanimelist.net/anime/33271/Nanocore_2nd_Season,0.0,0
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... Voice Drama,https://myanimelist.net/anime/51036/Otome_Game_no_Hametsu_Flag_shika_Nai_Akuyaku_Reijou_ni_Tensei_shiteshimatta_Voice_Drama,0.0,0
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,https://myanimelist.net/anime/10219/Oniichan_no_Koto_nanka_Zenzen_Suki_ja_Nai_n_da_kara_ne_Special,50.82646923703644,3
Pokemon Masters: Trainers Daishuuketsu Special Animation,https://myanimelist.net/anime/40143/Pokemon_Masters__Trainers_Daishuuketsu_Special_Animation,0.0,0
Pokemon: Pikachu no Obake Carnival,https://myanimelist.net/anime/5844/Pokemon__Pikachu_no_Obake_Carnival,0.0,0
Pokemon: Pikachu no Natsumatsuri,https://myanimelist.net/anime/5845/Pokemon__Pikachu_no_Natsumatsuri,34.120315954568234,1
Puchitto Gargantia,https://myanimelist.net/anime/18413/Puchitto_Gargantia,41.42170666457171,3
SD Gundam Sangokuden Brave Battle Warriors,https://myanimelist.net/anime/8287/SD_Gundam_Sangokuden_Brave_Battle_Warriors,62.99062438031917,2
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su Mini Anime",https://myanimelist.net/anime/56791/Shangri-La_Frontier__Kusoge_Hunter_Kamige_ni_Idoman_to_su_Mini_Anime,0.0,0
Senran Kagura,https://myanimelist.net/anime/15119/Senran_Kagura,46.04690309890159,19
Shi Huang Zhi Shen,https://myanimelist.net/anime/39298/Shi_Huang_Zhi_Shen,0.0,0
Shiranpuri (Special),https://myanimelist.net/anime/13175/Shiranpuri_Special,50.23907194480313,4
Shukufuku no Campanella,https://myanimelist.net/anime/6979/Shukufuku_no_Campanella,43.2447497855515,19
Sister Princess: Re Pure,https://myanimelist.net/anime/835/Sister_Princess__Re_Pure,57.81966070225235,2
Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,https://myanimelist.net/anime/32684/Suki_na_Mono_wa_Suki_Dakara_Shou_ga_Nai__Onsen_ni_Ikou,0.0,0
The iDOLM@STER SideM: Wake Atte Mini!,https://myanimelist.net/anime/38203/The_iDOLMSTER_SideM__Wake_Atte_Mini,46.648952945456806,1
Time Bokan Series: Time Patroltai Otasukeman,https://myanimelist.net/anime/8553/Time_Bokan_Series__Time_Patroltai_Otasukeman,0.0,0
Toji no Miko Recap,https://myanimelist.net/anime/37672/Toji_no_Miko_Recap,0.0,0
Tsuru ni Notte: Tomoko no Bouken,https://myanimelist.net/anime/5917/Tsuru_ni_Notte__Tomoko_no_Bouken,65.1460654899077,2
Yoku Wakaru Mahouka!,https://myanimelist.net/anime/23341/Yoku_Wakaru_Mahouka,47.28993633645018,4
Shijian Qiutu Zhi Miwu,https://myanimelist.net/anime/51746/Shijian_Qiutu_Zhi_Miwu,55.335400311507776,1
Soccer Fever,https://myanimelist.net/anime/10774/Soccer_Fever,0.0,0
Soreyuke! Uchuu Senkan Yamamoto Youko II,https://myanimelist.net/anime/1671/Soreyuke_Uchuu_Senkan_Yamamoto_Youko_II,69.31780812086005,1
Stratos 4: Logbook,https://myanimelist.net/anime/1903/Stratos_4__Logbook,0.0,0
Tanoshii Willow Town,https://myanimelist.net/anime/4599/Tanoshii_Willow_Town,0.0,0
Shoujo☆Conto All Starlight,https://myanimelist.net/anime/39643/Shoujo☆Conto_All_Starlight,71.20473983143758,30
Tezuka Osamu Monogatari: Boku wa Son Gokuu,https://myanimelist.net/anime/9531/Tezuka_Osamu_Monogatari__Boku_wa_Son_Gokuu,0.0,0
The☆Doraemons: Goal! Goal! Goal!!,https://myanimelist.net/anime/2631/The☆Doraemons__Goal_Goal_Goal,0.0,0
Tom Sawyer no Bouken Specials,https://myanimelist.net/anime/25069/Tom_Sawyer_no_Bouken_Specials,0.0,0
Tondemo Senshi Muteking,https://myanimelist.net/anime/5833/Tondemo_Senshi_Muteking,0.0,0
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori OVA",https://myanimelist.net/anime/34197/Trickster__Edogawa_Ranpo_Shounen_Tanteidan_yori_OVA,0.0,0
Xiaoke de Huatu Xie Hua Specials,https://myanimelist.net/anime/57759/Xiaoke_de_Huatu_Xie_Hua_Specials,0.0,0
Yatogame-chan Kansatsu Nikki,https://myanimelist.net/anime/37940/Yatogame-chan_Kansatsu_Nikki,73.76297514494057,4
Yuan Long 3rd Season,https://myanimelist.net/anime/50406/Yuan_Long_3rd_Season,17.110776648026427,1
Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special,https://myanimelist.net/anime/21595/Yu☆Gi☆Oh_Zexal_Second__Iza_Saishuu_Kessen_e_Special,0.0,0
Yu☆Gi☆Oh! Zexal Second: Midokoro Tenkomori Special,https://myanimelist.net/anime/16576/Yu☆Gi☆Oh_Zexal_Second__Midokoro_Tenkomori_Special,33.49427211924598,4
Arcana Famiglia,https://myanimelist.net/anime/12967/Arcana_Famiglia,37.04980093201952,63
Da Wang Bu Gaoxing 2,https://myanimelist.net/anime/42302/Da_Wang_Bu_Gaoxing_2,46.032967017847874,1
Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,https://myanimelist.net/anime/26053/Futari_wa_Precure__Splash☆Star_Maji★Doki♥_Theater,0.0,0
Galactic Patrol Lensman,https://myanimelist.net/anime/2769/Galactic_Patrol_Lensman,0.0,0
Getsumen to Heiki Mina,https://myanimelist.net/anime/1865/Getsumen_to_Heiki_Mina,34.39253268332218,2
Ghost Tale,https://myanimelist.net/anime/57037/Ghost_Tale,0.0,0
Gregory Horror Show: The Last Train,https://myanimelist.net/anime/12483/Gregory_Horror_Show__The_Last_Train,83.18520736421837,1
Guskou Budori no Denki,https://myanimelist.net/anime/8450/Guskou_Budori_no_Denki,0.0,0
Hanamaru Youchien: Panda Neko Taisou,https://myanimelist.net/anime/16646/Hanamaru_Youchien__Panda_Neko_Taisou,0.0,0
Haou Taikei Ryuu Knight: Adeu Legend,https://myanimelist.net/anime/1849/Haou_Taikei_Ryuu_Knight__Adeu_Legend,74.2295689668411,1
Heart Cocktail Again,https://myanimelist.net/anime/21121/Heart_Cocktail_Again,84.5628653486639,1
Fire Emblem Heroes Book III Movie：Cohort of the Dead,https://myanimelist.net/anime/43565/Fire_Emblem_Heroes_Book_III_Movie：Cohort_of_the_Dead,66.61836231432768,22
Heibai Wushuang 3rd Season,https://myanimelist.net/anime/49208/Heibai_Wushuang_3rd_Season,0.0,0
Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,https://myanimelist.net/anime/34337/Ikemen_Sengoku__Toki_wo_Kakeru_ga_Koi_wa_Hajimaranai,66.28423893498955,8
Inazma Delivery,https://myanimelist.net/anime/34502/Inazma_Delivery,100.0,1
KanColle: Itsuka Ano Umi de,https://myanimelist.net/anime/30455/KanColle__Itsuka_Ano_Umi_de,26.776723023366092,9
Kishin Heidan,https://myanimelist.net/anime/3061/Kishin_Heidan,48.71934382158128,1
Kitaku-bu Katsudou Kiroku: Miniature Theater,https://myanimelist.net/anime/23367/Kitaku-bu_Katsudou_Kiroku__Miniature_Theater,0.0,0
Makasete Iruka!,https://myanimelist.net/anime/2791/Makasete_Iruka,55.13190109669217,3
Megane no Mahou,https://myanimelist.net/anime/38456/Megane_no_Mahou,0.0,0
Monster Strike: Zoku Saishuu-banashi - Pandora no Hako,https://myanimelist.net/anime/34661/Monster_Strike__Zoku_Saishuu-banashi_-_Pandora_no_Hako,0.0,0
Nanako SOS,https://myanimelist.net/anime/3619/Nanako_SOS,49.96494483074927,1
One Piece: Dai Tokushuu! Momonosuke no Mei Shogun e no Michi,https://myanimelist.net/anime/57556/One_Piece__Dai_Tokushuu_Momonosuke_no_Mei_Shogun_e_no_Michi,42.3336649439793,1
Parappa the Rapper,https://myanimelist.net/anime/3736/Parappa_the_Rapper,55.43651963026147,4
Petit Cool Doji Danshi no Hitokoma,https://myanimelist.net/anime/54718/Petit_Cool_Doji_Danshi_no_Hitokoma,0.0,0
Pokemon: Pikachu Tanken Club,https://myanimelist.net/anime/7550/Pokemon__Pikachu_Tanken_Club,0.0,0
Junod,https://myanimelist.net/anime/9525/Junod,0.0,0
Popotan,https://myanimelist.net/anime/610/Popotan,43.2135948331393,11
Karakuri Circus: Makuai - Soshite Mata Kaimaku Bell,https://myanimelist.net/anime/39066/Karakuri_Circus__Makuai_-_Soshite_Mata_Kaimaku_Bell,0.0,0
Kakyuusei (TV),https://myanimelist.net/anime/2609/Kakyuusei_TV,64.0924474358038,3
King of Prism: Shiny Seven Stars III - Leo x Yuu x Alexander,https://myanimelist.net/anime/38647/King_of_Prism__Shiny_Seven_Stars_III_-_Leo_x_Yuu_x_Alexander,0.0,0
Kinnikuman (Movie),https://myanimelist.net/anime/3273/Kinnikuman_Movie,0.0,0
Koneko no Haitatsuin Uunyan,https://myanimelist.net/anime/54330/Koneko_no_Haitatsuin_Uunyan,0.0,0
Komori-san wa Kotowarenai!,https://myanimelist.net/anime/31091/Komori-san_wa_Kotowarenai,46.32966302827664,18
Konohakaseki no Natsu,https://myanimelist.net/anime/40139/Konohakaseki_no_Natsu,0.0,0
Kotoura-san: Haruka no Heya,https://myanimelist.net/anime/16636/Kotoura-san__Haruka_no_Heya,0.0,0
Kouya no Kotobuki Hikoutai Gaiden: Oozora no Harukaze Hikoutai,https://myanimelist.net/anime/39589/Kouya_no_Kotobuki_Hikoutai_Gaiden__Oozora_no_Harukaze_Hikoutai,0.0,0
Little El Cid no Bouken,https://myanimelist.net/anime/5600/Little_El_Cid_no_Bouken,0.0,0
Live On Cardliver Kakeru,https://myanimelist.net/anime/5235/Live_On_Cardliver_Kakeru,55.99341315498745,1
Loups=Garous,https://myanimelist.net/anime/7598/Loups_Garous,22.79635291511333,11
Magnerobo Ga-Keen,https://myanimelist.net/anime/3932/Magnerobo_Ga-Keen,0.0,0
Mahou Shoujo Pretty Sammy Specials,https://myanimelist.net/anime/1503/Mahou_Shoujo_Pretty_Sammy_Specials,0.0,0
McDull: Gushi,https://myanimelist.net/anime/9817/McDull__Gushi,0.0,0
Midnight Horror School,https://myanimelist.net/anime/7751/Midnight_Horror_School,0.0,0
Megane-bu!,https://myanimelist.net/anime/19257/Megane-bu,68.10087824239599,9
Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special,https://myanimelist.net/anime/16335/Muv-Luv_Alternative__Total_Eclipse_Recap_-_Climax_Chokuzen_Special,0.0,1
New Dream Hunter Rem: Yume no Kishi-tachi,https://myanimelist.net/anime/5585/New_Dream_Hunter_Rem__Yume_no_Kishi-tachi,63.70151829533464,1
Parasol Henbei,https://myanimelist.net/anime/7605/Parasol_Henbei,0.0,0
Ple Ple Pleiades Special Edition,https://myanimelist.net/anime/51168/Ple_Ple_Pleiades_Special_Edition,0.0,0
Peach Boy Riverside,https://myanimelist.net/anime/42627/Peach_Boy_Riverside,34.183424569247265,74
Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyuu,https://myanimelist.net/anime/31911/Pokemon_Fushigi_no_Dungeon__Magnagate_to_Mugendai_Meikyuu,16.533301448457664,1
Pokemon XY: Koukoku no Princess Diancie,https://myanimelist.net/anime/25365/Pokemon_XY__Koukoku_no_Princess_Diancie,40.52910347390397,1
Puraore! Pride of Orange,https://myanimelist.net/anime/44274/Puraore_Pride_of_Orange,43.74975379420681,23
Queen's Blade: Rebellion,https://myanimelist.net/anime/11859/Queens_Blade__Rebellion,41.8748332290994,9
Renshenguo,https://myanimelist.net/anime/9416/Renshenguo,0.0,0
Saint Seiya: Knights of the Zodiac - Battle Sanctuary,https://myanimelist.net/anime/52273/Saint_Seiya__Knights_of_the_Zodiac_-_Battle_Sanctuary,41.170481789058165,2
Sakura Momoko Gekijou: Coji-Coji,https://myanimelist.net/anime/3869/Sakura_Momoko_Gekijou__Coji-Coji,65.08853421754915,1
Sakura Taisen: New York,https://myanimelist.net/anime/2168/Sakura_Taisen__New_York,0.0,0
Sangokushi II: Amakakeru Otoko-tachi,https://myanimelist.net/anime/8678/Sangokushi_II__Amakakeru_Otoko-tachi,19.951366130392792,1
Sekkou Boys,https://myanimelist.net/anime/31540/Sekkou_Boys,53.86532078830243,14
Tenshi Kinryouku,https://myanimelist.net/anime/51/Tenshi_Kinryouku,39.22287402944986,21
Tooi Sekai,https://myanimelist.net/anime/2210/Tooi_Sekai,62.790311998570026,6
Love Live! Sunshine!! Photo Session,https://myanimelist.net/anime/41182/Love_Live_Sunshine_Photo_Session,0.0,0
Macross F: Choujikuu Gekijou,https://myanimelist.net/anime/10361/Macross_F__Choujikuu_Gekijou,0.0,0
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",https://myanimelist.net/anime/33377/Trickster__Edogawa_Ranpo_Shounen_Tanteidan_yori,42.25236520620493,27
Maken-Ki! Two Specials,https://myanimelist.net/anime/23989/Maken-Ki_Two_Specials,59.64322656979071,1
Megami Kouhosei Special Curriculum,https://myanimelist.net/anime/887/Megami_Kouhosei_Special_Curriculum,0.0,1
Nuwa Chengzhang Riji,https://myanimelist.net/anime/33038/Nuwa_Chengzhang_Riji,0.0,0
Robot Town Sagami 2028,https://myanimelist.net/anime/33192/Robot_Town_Sagami_2028,0.0,0
Silent Möbius: The Motion Picture,https://myanimelist.net/anime/2099/Silent_Möbius__The_Motion_Picture,0.0,0
Saiyuuki,https://myanimelist.net/anime/4481/Saiyuuki,47.90674938916752,6
Sore Ike! Anpanman: Yomigaere Bananajima,https://myanimelist.net/anime/14381/Sore_Ike_Anpanman__Yomigaere_Bananajima,0.0,0
Sore Ike! Anpanman: Yumeneko no Kuni no Nyanii,https://myanimelist.net/anime/21969/Sore_Ike_Anpanman__Yumeneko_no_Kuni_no_Nyanii,0.0,0
Sougen no Shoujo Laura,https://myanimelist.net/anime/3822/Sougen_no_Shoujo_Laura,0.0,0
Souten no Ken Specials,https://myanimelist.net/anime/3864/Souten_no_Ken_Specials,0.0,0
Tetsuko no Tabi,https://myanimelist.net/anime/2552/Tetsuko_no_Tabi,81.72581376953516,1
To Heart 2: Dungeon Travelers,https://myanimelist.net/anime/11773/To_Heart_2__Dungeon_Travelers,55.513051160395655,1
Tobiuo no Boy wa Byouki desu,https://myanimelist.net/anime/26149/Tobiuo_no_Boy_wa_Byouki_desu,0.0,0
Toshi wo Totta Wani,https://myanimelist.net/anime/4475/Toshi_wo_Totta_Wani,35.35883855014009,2
Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,https://myanimelist.net/anime/8966/Tottoko_Hamtarou_OVA_4__Hamuchanzu_no_Mezase_Hamuhamu_Kin_Medal_-_Hashire_Hashire_Daisakusen,0.0,1
Yamato Takeru: After War,https://myanimelist.net/anime/9376/Yamato_Takeru__After_War,0.0,0
Young Herlock wo Oe! Cosmo Warrior Zero Gaiden,https://myanimelist.net/anime/1677/Young_Herlock_wo_Oe_Cosmo_Warrior_Zero_Gaiden,0.0,0
Yume no Hoshi no Button Nose,https://myanimelist.net/anime/3812/Yume_no_Hoshi_no_Button_Nose,0.0,0
Zoku Attacker You! Kin Medal e no Michi,https://myanimelist.net/anime/11919/Zoku_Attacker_You_Kin_Medal_e_no_Michi,0.0,0
Shishang Zui Qiang Nan Zhujiao,https://myanimelist.net/anime/51863/Shishang_Zui_Qiang_Nan_Zhujiao,0.0,0
Shu Ling Ji,https://myanimelist.net/anime/42784/Shu_Ling_Ji,0.0,0
Silent Möbius 2,https://myanimelist.net/anime/2100/Silent_Möbius_2,0.0,0
Shikkakumon no Saikyou Kenja,https://myanimelist.net/anime/47161/Shikkakumon_no_Saikyou_Kenja,29.478983993021185,74
Street Fighter IV: Aratanaru Kizuna,https://myanimelist.net/anime/5369/Street_Fighter_IV__Aratanaru_Kizuna,19.49181399631097,3
Submarine Super 99,https://myanimelist.net/anime/1713/Submarine_Super_99,36.99753169887504,1
Super Bikkuriman,https://myanimelist.net/anime/6583/Super_Bikkuriman,0.0,0
Tenamonya Voyagers,https://myanimelist.net/anime/773/Tenamonya_Voyagers,35.92112382486247,4
The iDOLM@STER Cinderella Girls: U149 Recap,https://myanimelist.net/anime/55517/The_iDOLMSTER_Cinderella_Girls__U149_Recap,0.0,0
Tong Meng Zhi Lu,https://myanimelist.net/anime/54646/Tong_Meng_Zhi_Lu,0.0,0
Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!,https://myanimelist.net/anime/32222/Youkai_Watch_Movie_3__Soratobu_Kujira_to_Double_Sekai_no_Daibouken_da_Nyan,56.1137735968038,2
Togainu no Chi,https://myanimelist.net/anime/8449/Togainu_no_Chi,40.55773368643612,43
Andersen Monogatari (TV),https://myanimelist.net/anime/7779/Andersen_Monogatari_TV,0.0,0
Animentary: Ketsudan,https://myanimelist.net/anime/8436/Animentary__Ketsudan,58.22347400741813,3
AOTU Shijie 2,https://myanimelist.net/anime/36345/AOTU_Shijie_2,0.0,0
Babel Nisei,https://myanimelist.net/anime/1666/Babel_Nisei,0.0,0
Beyblade Burst Gachi,https://myanimelist.net/anime/39282/Beyblade_Burst_Gachi,50.73006202851494,5
Captain Tsubasa no Shouka Sakusen,https://myanimelist.net/anime/39226/Captain_Tsubasa_no_Shouka_Sakusen,0.0,0
Code Geass: Soubou no Oz Picture Drama,https://myanimelist.net/anime/17277/Code_Geass__Soubou_no_Oz_Picture_Drama,0.0,0
Chuumon no Ooi Ryouriten (1991),https://myanimelist.net/anime/4095/Chuumon_no_Ooi_Ryouriten_1991,73.51137814175601,4
Cookin' Idol Ai! Mai! Main!,https://myanimelist.net/anime/6119/Cookin_Idol_Ai_Mai_Main,0.0,0
Dokyuu Hentai HxEros OVA,https://myanimelist.net/anime/42803/Dokyuu_Hentai_HxEros_OVA,0.0,0
Dorimogu Daa!!,https://myanimelist.net/anime/6771/Dorimogu_Daa,0.0,0
Dr. Slump Movie 03: Arale-chan Hoyoyo! Sekai Isshuu Dai Race,https://myanimelist.net/anime/7667/Dr_Slump_Movie_03__Arale-chan_Hoyoyo_Sekai_Isshuu_Dai_Race,38.76037083646809,1
DT Eightron,https://myanimelist.net/anime/1314/DT_Eightron,46.82730315083028,2
Fuuma no Kojirou: Yasha-hen,https://myanimelist.net/anime/4854/Fuuma_no_Kojirou__Yasha-hen,32.41703276851406,2
gdgd Fairies Movie: tte Iu Eiga wa Dou kana...?,https://myanimelist.net/anime/24071/gdgd_Fairies_Movie__tte_Iu_Eiga_wa_Dou_kana,77.80548435447503,1
Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,https://myanimelist.net/anime/8154/Gegege_no_Kitarou__Saikyou_Youkai_Gundan_Nippon_Jouriku,0.0,0
Ginga Hyouryuu Vifam: Kieta 12-nin,https://myanimelist.net/anime/9389/Ginga_Hyouryuu_Vifam__Kieta_12-nin,0.0,0
Twin Signal: Family Game,https://myanimelist.net/anime/1900/Twin_Signal__Family_Game,58.06130849419097,3
Under the Dog,https://myanimelist.net/anime/27387/Under_the_Dog,35.7965365639719,52
Wo Shi Na Zha,https://myanimelist.net/anime/37661/Wo_Shi_Na_Zha,0.0,0
Yan Wang: Guai Hualang,https://myanimelist.net/anime/49794/Yan_Wang__Guai_Hualang,0.0,0
Ai no Senshi Rainbowman,https://myanimelist.net/anime/8285/Ai_no_Senshi_Rainbowman,0.0,0
Akage no Anne Specials,https://myanimelist.net/anime/23583/Akage_no_Anne_Specials,0.0,0
Air Recap,https://myanimelist.net/anime/36032/Air_Recap,21.960685581781465,2
Asobi ni Iku yo!: Asobi ni Oide - Owari,https://myanimelist.net/anime/29998/Asobi_ni_Iku_yo__Asobi_ni_Oide_-_Owari,0.0,0
Arata naru Sekai: World's/Start/Load/End,https://myanimelist.net/anime/14373/Arata_naru_Sekai__Worlds_Start_Load_End,40.766778262974,8
Astroganger,https://myanimelist.net/anime/5311/Astroganger,45.59822258283791,1
Barbapapa,https://myanimelist.net/anime/2823/Barbapapa,59.60829079045946,1
Bear Bear Bear Kuma Punch!! Daiundoukai-hen,https://myanimelist.net/anime/56106/Bear_Bear_Bear_Kuma_Punch_Daiundoukai-hen,0.0,0
Biohazard: Infinite Darkness,https://myanimelist.net/anime/42976/Biohazard__Infinite_Darkness,31.24541653806236,16
Blassreiter: Navi,https://myanimelist.net/anime/5539/Blassreiter__Navi,0.0,0
Bouken Yuuki Pluster World,https://myanimelist.net/anime/3637/Bouken_Yuuki_Pluster_World,30.38270916369642,1
Bubuki Buranki,https://myanimelist.net/anime/32023/Bubuki_Buranki,50.101919084800144,11
Cosmos Trailer,https://myanimelist.net/anime/42317/Cosmos_Trailer,0.0,0
Duel Masters Cross,https://myanimelist.net/anime/10527/Duel_Masters_Cross,0.0,0
Eureka Seven AO: Jungfrau no Hanabana-tachi,https://myanimelist.net/anime/14875/Eureka_Seven_AO__Jungfrau_no_Hanabana-tachi,41.290536094677066,2
Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai - Dai Bounen Otanoshimikai 2023,https://myanimelist.net/anime/57691/Fate_Grand_Order__Fujimaru_Ritsuka_wa_Wakaranai_-_Dai_Bounen_Otanoshimikai_2023,0.0,0
Gag Manga Biyori: Jump Festa 2002 Special,https://myanimelist.net/anime/10262/Gag_Manga_Biyori__Jump_Festa_2002_Special,0.0,0
Gamera VS Kozamera,https://myanimelist.net/anime/56702/Gamera_VS_Kozamera,0.0,0
Genmu Senki Leda,https://myanimelist.net/anime/2196/Genmu_Senki_Leda,79.06966838225051,7
Ikkyuu-san (1978),https://myanimelist.net/anime/19947/Ikkyuu-san_1978,0.0,0
Jetter Mars,https://myanimelist.net/anime/6087/Jetter_Mars,0.0,0
12-sai.,https://myanimelist.net/anime/23579/12-sai,57.40257746179312,3
Ai Tenshi Densetsu Wedding Peach Specials,https://myanimelist.net/anime/26189/Ai_Tenshi_Densetsu_Wedding_Peach_Specials,0.0,0
AD Police,https://myanimelist.net/anime/1346/AD_Police,48.46568549745157,20
Akichi Asobi: Playground,https://myanimelist.net/anime/35706/Akichi_Asobi__Playground,64.4836407010548,1
Amefuri Kozou,https://myanimelist.net/anime/6462/Amefuri_Kozou,57.01494174897736,3
Appaga Piryohae,https://myanimelist.net/anime/4099/Appaga_Piryohae,57.37322221902987,1
Appleseed XIII Remix Movie 1: Yuigon,https://myanimelist.net/anime/10689/Appleseed_XIII_Remix_Movie_1__Yuigon,0.0,1
Calimero,https://myanimelist.net/anime/2827/Calimero,0.0,0
Bakugan Battle Brawlers: Mechtanium Surge,https://myanimelist.net/anime/10330/Bakugan_Battle_Brawlers__Mechtanium_Surge,36.00165928261513,4
Domo TV,https://myanimelist.net/anime/8815/Domo_TV,0.0,0
DS Anime Soushuuhen '98,https://myanimelist.net/anime/19009/DS_Anime_Soushuuhen_98,0.0,0
"Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki",https://myanimelist.net/anime/36629/Fudanshi_Koukou_Seikatsu__Sports_no_Aki_Bonnou_no_Aki,0.0,0
"Fukarai-chou, Tunnel Roji no Otoko",https://myanimelist.net/anime/41725/Fukarai-chou_Tunnel_Roji_no_Otoko,0.0,0
Fuusen Shoujo Temple-chan,https://myanimelist.net/anime/2809/Fuusen_Shoujo_Temple-chan,0.0,0
Genei wo Kakeru Taiyou: Fumikomenai Kokoro,https://myanimelist.net/anime/20187/Genei_wo_Kakeru_Taiyou__Fumikomenai_Kokoro,0.0,0
Ginga no Uo Ursa Minor Blue,https://myanimelist.net/anime/3518/Ginga_no_Uo_Ursa_Minor_Blue,61.45836198692395,1
Haiyoru! Nyaruani: Remember My Love(craft-sensei),https://myanimelist.net/anime/9598/Haiyoru_Nyaruani__Remember_My_Lovecraft-sensei,58.07786398680327,4
Isuca: Gokuraku,https://myanimelist.net/anime/28713/Isuca__Gokuraku,37.3548932635691,1
Jungle wa Itsumo Hare nochi Guu: Eizou Tokuten - Maboroshi no Pilot Film,https://myanimelist.net/anime/17785/Jungle_wa_Itsumo_Hare_nochi_Guu__Eizou_Tokuten_-_Maboroshi_no_Pilot_Film,0.0,0
Hametsu no Oukoku,https://myanimelist.net/anime/54362/Hametsu_no_Oukoku,25.868738211190877,97
Juusenshi Gulkeeva,https://myanimelist.net/anime/3099/Juusenshi_Gulkeeva,25.94860529347408,1
Kanashiki Debu Neko-chan,https://myanimelist.net/anime/49431/Kanashiki_Debu_Neko-chan,0.0,0
Ketsuekigata-kun! 4,https://myanimelist.net/anime/32274/Ketsuekigata-kun_4,0.0,0
Koukaku Kidoutai Arise: Ghost in the Shell - Logicoma Specials,https://myanimelist.net/anime/21575/Koukaku_Kidoutai_Arise__Ghost_in_the_Shell_-_Logicoma_Specials,0.0,0
Godzilla 3: Hoshi wo Kuu Mono,https://myanimelist.net/anime/37897/Godzilla_3__Hoshi_wo_Kuu_Mono,36.18329542539357,13
Level 1 dakedo Unique Skill de Saikyou desu,https://myanimelist.net/anime/51764/Level_1_dakedo_Unique_Skill_de_Saikyou_desu,41.50522446378241,34
Halloween Pajama,https://myanimelist.net/anime/53530/Halloween_Pajama,0.0,0
Happy Seven: The TV Manga,https://myanimelist.net/anime/1193/Happy_Seven__The_TV_Manga,83.68569373233578,3
Infini-T Force Movie: Gatchaman - Saraba Tomo yo,https://myanimelist.net/anime/36197/Infini-T_Force_Movie__Gatchaman_-_Saraba_Tomo_yo,49.67652597697563,1
Jikuu Boukenki Zentrix,https://myanimelist.net/anime/5129/Jikuu_Boukenki_Zentrix,62.3637743699104,1
Kamisama Minarai: Himitsu no Cocotama,https://myanimelist.net/anime/31044/Kamisama_Minarai__Himitsu_no_Cocotama,94.09447789187875,1
Kidou Senshi Gundam Senki: Avant Title,https://myanimelist.net/anime/18449/Kidou_Senshi_Gundam_Senki__Avant_Title,60.46132918742766,1
