Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Demographics
Kaze no Matasaburou (Movie),MATASABURO of the Wind,6.08,9271,9101,3,Movie,1,Finished Airing,19-Mar-16,,,"None found, add some","None found, add some",Buemon,Novel,"Fantasy, Supernatural",22 min.,G - All Ages,4,,
Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana,Special 7: Special Crime Investigation Unit,6.08,3191,9102,48,TV,12,Finished Airing,"Oct 6, 2019 to Dec 29, 2019",Fall 2019,Sundays at 21:00 (JST),"Frontier Works,       Lantis,       Sega,       AT-X,       Ai Addiction,       Hakuhodo DY Music & Pictures,       Yomiuri TV Enterprise,       Kadokawa,       Bandai Namco Arts,       Toyo Recording,       arma bianca",Funimation,Anima&Co.,Original,"Action, Fantasy, Mystery",23 min. per ep.,PG-13 - Teens 13 or older,44,"Detective, Vampire",
Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana OVA,,6.08,8891,9103,4,OVA,1,Finished Airing,24-Jan-20,,,"None found, add some","None found, add some",Anima&Co.,Original,"Action, Fantasy",23 min.,,2,"Detective, Vampire",
Kujibiki Unbalance,,6.08,5847,9104,12,OVA,3,Finished Airing,"Dec 22, 2004 to Apr 22, 2005",,,"Genco,       Lantis,       Kids Station,       Toshiba Entertainment",Media Blasters,Palm Studio,Other,"Comedy, Romance",25 min. per ep.,PG-13 - Teens 13 or older,7,School,
Licca-chan Fushigi na Fushigi na Yunia Monogatari,,6.08,11820,9105,1,OVA,2,Finished Airing,23-Nov-90,,,"None found, add some","None found, add some",Ajia-do,Other,Adventure,27 min. per ep.,PG - Children,1,,Kids
Lime-iro Senkitan: Nankoku Yume Roman,,6.08,9336,9106,3,OVA,2,Finished Airing,"Apr 23, 2004 to Jun 25, 2004",,,"KSS,       Soft Garage","None found, add some",Studio Hibari,Visual novel,"Action, Comedy, Ecchi",28 min. per ep.,R - 17+ (violence & profanity),2,Mecha,
"Little Polar Bear: Shirokuma-kun, Doko e?",,6.08,14624,9107,741,Movie,1,Finished Airing,28-Apr-90,,,Movic,"None found, add some","Production I.G,       animate Film",Book,"Adventure, Fantasy",30 min.,PG - Children,1,Anthropomorphic,Kids
Machikado Mazoku Mini,The Demon Girl Next Door Minis,6.08,8715,9108,4,ONA,36,Finished Airing,"Jun 24, 2019 to Sep 30, 2019",,,Magic Capsule,Sentai Filmworks,AQUA ARIS,4-koma manga,Comedy,25 sec. per ep.,PG-13 - Teens 13 or older,2,Mahou Shoujo,
Mahou no Star Magical Emi: Semishigure,,6.08,12367,9109,1,OVA,1,Finished Airing,21-Sep-86,,,"None found, add some","None found, add some",Pierrot,Original,Comedy,1 hr.,PG - Children,2,Mahou Shoujo,
Majutsushi Orphen Hagure Tabi: Tennin no Isan,Sorcerous Stabber Orphen: Celestial Artifacts,6.08,6224,9110,10,Special,1,Finished Airing,08-May-20,,,MediaNet Pictures,Funimation,Studio Deen,Light novel,"Action, Adventure, Drama, Fantasy",23 min.,PG-13 - Teens 13 or older,5,Martial Arts,
Mangchi,Hammerboy,6.08,12688,9111,1,Movie,1,Finished Airing,06-Aug-04,,,"None found, add some",Central Park Media,"None found, add some",Unknown,"Adventure, Comedy, Fantasy",1 hr. 12 min.,PG - Children,2,,
Meitantei Pikachu: Kareinaru Morning Routine,Detective Pikachu & the Mystery of the Missing Flan,6.08,14987,9112,668,ONA,1,Finished Airing,25-Oct-23,,,"The Pokemon Company International,       Glovision,       Creatures Inc.","None found, add some",Polygon Pictures,Game,"Comedy, Fantasy",6 min.,PG - Children,1,,Kids
Metal Fighter Miku,,6.08,8313,9113,5,TV,13,Finished Airing,"Jul 8, 1994 to Sep 30, 1994",Summer 1994,Unknown,"Victor Entertainment,       Studio Jack","Media Blasters,       Central Park Media",J.C.Staff,Original,"Comedy, Sci-Fi, Sports",22 min. per ep.,PG-13 - Teens 13 or older,17,Combat Sports,
Momoiro Sisters,,6.08,9801,9114,3,TV,23,Finished Airing,"Aug 26, 1998 to Oct 6, 1998",Summer 1998,Unknown,"None found, add some","None found, add some",Studio Deen,4-koma manga,Comedy,6 min. per ep.,PG-13 - Teens 13 or older,3,,
Nagareboshi Lens Specials,,6.08,9635,9115,3,Special,3,Finished Airing,"Oct 2, 2012 to Oct 16, 2012",,,TV Tokyo,"None found, add some","None found, add some",Manga,Romance,1 min. per ep.,G - All Ages,3,,Shoujo
Namu Amida Butsu! Rendai Utena,NAMUAMIDABUTSU! -UTENA-,6.08,5435,9116,15,TV,12,Finished Airing,"Apr 8, 2019 to Jun 24, 2019",Spring 2019,Mondays at 22:30 (JST),DMM pictures,Sentai Filmworks,Asahi Production,Game,Fantasy,24 min. per ep.,PG-13 - Teens 13 or older,31,,
Ninja Batman,Batman Ninja,6.08,2888,9117,58,Movie,1,Finished Airing,15-Jun-18,,,Warner Bros. Japan,Warner Bros. Pictures,Kamikaze Douga,Other,Action,1 hr. 25 min.,PG-13 - Teens 13 or older,108,"Martial Arts, Samurai, Time Travel",
Obake no Q-tarou,,6.08,12917,9118,1,TV,96,Finished Airing,"Aug 29, 1965 to Jun 28, 1967",Summer 1965,Unknown,"None found, add some","None found, add some",Shin-Ei Animation,Manga,"Comedy, Slice of Life, Supernatural",25 min. per ep.,G - All Ages,0,School,
Obocchama-kun,,6.08,13175,9119,1,TV,164,Finished Airing,"Jan 14, 1989 to Sep 26, 1992",Winter 1989,Saturdays at 19:30 (JST),TV Asahi,"None found, add some",Shin-Ei Animation,Manga,Comedy,25 min. per ep.,PG-13 - Teens 13 or older,4,Parody,
Ozma,,6.08,5377,9120,15,TV,6,Finished Airing,"Mar 17, 2012 to Apr 21, 2012",Spring 2012,Unknown,"WOWOW,       Pony Canyon,       Planet,       Viki,       Slow Curve,       Cyclone Graphics","None found, add some","Gonzo,       LandQ studios",Original,"Action, Adventure, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,7,,
Perrine Monogatari Movie,,6.08,15419,9121,596,Movie,1,Finished Airing,30-Jun-90,,,Bandai Visual,"None found, add some",Nippon Animation,Novel,Drama,1 hr. 50 min.,G - All Ages,0,Historical,
Queen's Blade: Rebellion Specials,,6.08,6391,9122,10,Special,6,Finished Airing,"Jun 27, 2012 to Nov 28, 2012",,,"Genco,       Media Factory,       Hobby Japan","Sentai Filmworks,       NYAV Post",Arms,Other,Ecchi,3 min. per ep.,R+ - Mild Nudity,2,,
Samurai Spirits 2: Asura Zanmaden,Samurai Spirits 2,6.08,10197,9123,2,OVA,2,Finished Airing,"Jun 25, 1999 to Sep 30, 1999",,,"None found, add some","None found, add some",Ajia-do,Game,"Action, Fantasy",30 min. per ep.,R - 17+ (violence & profanity),2,"Martial Arts, Samurai, Super Power",
Seikaisuru Kado: Beyond Information,KADO: The Right Answer – Beyond Information,6.08,10424,9124,2,ONA,1,Finished Airing,21-May-18,,,"None found, add some","None found, add some",Toei Animation,Original,Sci-Fi,2 hr.,PG-13 - Teens 13 or older,4,Adult Cast,
Seikaisuru Kado: Ekwari,KADO: The Right Answer – Ekwari,6.08,8305,9125,5,TV Special,1,Finished Airing,19-May-17,,,"None found, add some","None found, add some",Toei Animation,Original,Sci-Fi,23 min.,PG-13 - Teens 13 or older,0,Adult Cast,
"Kanojo, Okarishimasu 2nd Season: Date Movie",Rent-a-Girlfriend Season 2: Date Movie,6.07,7528,9126,6,ONA,12,Finished Airing,"May 25, 2022 to Sep 25, 2022",,,TMS Entertainment,"None found, add some",AQUA ARIS,Manga,"Comedy, Romance",1 min. per ep.,PG-13 - Teens 13 or older,27,,
Kataku,House of Flames,6.07,10460,9127,2,Movie,1,Finished Airing,10-Dec-79,,,"None found, add some","None found, add some","None found, add some",Other,Supernatural,19 min.,PG-13 - Teens 13 or older,4,"Historical, Mythology",
Kidou Senshi Gundam G40,Mobile Suit Gundam G40,6.07,9160,9128,4,ONA,1,Finished Airing,01-Jan-20,,,Sunrise,"None found, add some","A-1 Pictures,       GEMBA,       Artner,       uzupiyo Animation & Digital Works,       VROOOOM",Original,"Action, Sci-Fi",10 min.,PG-13 - Teens 13 or older,2,Mecha,
Koneko no Studio,Kitty's Studio,6.07,11402,9129,2,Movie,1,Finished Airing,09-Apr-59,,,"None found, add some","None found, add some",Toei Animation,Original,Comedy,16 min.,G - All Ages,2,,
Kujira no Josephina,,6.07,14555,9130,759,TV,23,Finished Airing,"Apr 2, 1979 to Sep 25, 1979",Spring 1979,Unknown,Kokusai Eigasha,"None found, add some",Ashi Productions,Novel,"Adventure, Fantasy",25 min. per ep.,G - All Ages,3,,
Madonna,,6.07,11104,9131,2,OVA,2,Finished Airing,"Mar 11, 1988 to Jun 23, 1989",,,"None found, add some",Media Blasters,Toei Animation,Unknown,"Comedy, Sports",50 min. per ep.,R+ - Mild Nudity,2,"Delinquents, School, Team Sports, Workplace",
Mahou Shoujo Nante Mou Ii desu kara. Second Season,Mahou Shoujo Nante Mouiidesukara Second Season,6.07,5678,9132,13,TV,12,Finished Airing,"Oct 5, 2016 to Dec 21, 2016",Fall 2016,Wednesdays at 22:38 (JST),"F.M.F,       SMIRAL Animation","None found, add some",PINE JAM,Web manga,Comedy,4 min. per ep.,PG-13 - Teens 13 or older,4,Mahou Shoujo,
Majutsushi Orphen Hagure Tabi: Seiiki-hen,Sorcerous Stabber Orphen -Doom of Dragon's Sanctuary-,6.07,6285,9133,10,TV,12,Finished Airing,"Apr 12, 2023 to Jun 28, 2023",Spring 2023,Wednesdays at 20:30 (JST),"WOWOW,       Bushiroad,       BS Fuji,       Nippon Television Network,       Yomiuri TV Enterprise,       TO Books,       NetEase,       MediaNet Pictures,       Bandai Namco Music Live","None found, add some",Studio Deen,Light novel,"Action, Adventure, Drama, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,38,Martial Arts,
Meng Ta: Xue Mi Cheng,Dream Tower,6.07,13888,9134,925,ONA,13,Finished Airing,"Jun 1, 2018 to Aug 10, 2018",,,"None found, add some","None found, add some","None found, add some",Original,"Action, Adventure, Fantasy, Mystery, Supernatural",21 min. per ep.,PG-13 - Teens 13 or older,5,,
Moldiver,,6.07,8697,9135,4,OVA,6,Finished Airing,"Feb 25, 1993 to Nov 25, 1993",,,Pioneer LDC,Geneon Entertainment USA,AIC,Original,"Action, Romance, Sci-Fi",29 min. per ep.,PG-13 - Teens 13 or older,10,Mecha,
Momoiro no Crayon,,6.07,18612,9136,306,OVA,1,Finished Airing,2006,,,"None found, add some","None found, add some",Nippon Animation,Original,Drama,28 min.,G - All Ages,1,,Kids
Ndaho Kekkon Omedetou!!,,6.07,16441,9137,474,ONA,1,Finished Airing,30-Apr-21,,,"None found, add some","None found, add some",LIDENFILMS,Original,Slice of Life,4 min.,G - All Ages,0,Music,
Neko Pitcher,,6.07,14678,9138,727,TV,51,Finished Airing,"May 3, 2014 to Mar 29, 2016",Spring 2014,Tuesdays at 20:00 (JST),"None found, add some","None found, add some","None found, add some",4-koma manga,"Comedy, Sports",2 min. per ep.,G - All Ages,1,"Anthropomorphic, Team Sports",Kids
Ninja Hattori-kun: Nin Nin Ninpo Enikki no Maki,,6.07,14215,9139,842,Movie,1,Finished Airing,13-Mar-82,,,"None found, add some","None found, add some",Shin-Ei Animation,Unknown,"Comedy, Slice of Life",31 min.,G - All Ages,0,Martial Arts,
Ojamanga Yamada-kun (Movie),,6.07,15812,9140,543,Movie,1,Finished Airing,14-Mar-81,,,Kadokawa Shoten,"None found, add some","None found, add some",Unknown,"Comedy, Slice of Life",27 min.,,0,,
Oni,,6.07,11181,9141,2,Movie,1,Finished Airing,1972,,,"None found, add some","None found, add some","None found, add some",Other,"Award Winning, Supernatural",7 min.,PG-13 - Teens 13 or older,2,"Historical, Mythology",
Oni no Ko to Yuki Usagi,"Goblin and ""Yuki Usagi"" (Snow Hare)",6.07,15472,9142,588,Movie,1,Finished Airing,1995,,,"Kyowa Film,       Meruhensha","None found, add some","None found, add some",Unknown,Fantasy,16 min.,PG - Children,0,Mythology,Kids
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,I Don't Like My Big Brother At All!,6.07,2217,9143,91,TV,12,Finished Airing,"Jan 9, 2011 to Mar 27, 2011",Winter 2011,Sundays at 00:30 (JST),Starchild Records,Media Blasters,Zexcs,Manga,"Comedy, Romance, Ecchi",23 min. per ep.,PG-13 - Teens 13 or older,86,Harem,
Osananajimi ga Zettai ni Makenai Love Comedy,Osamake: Romcom Where The Childhood Friend Won't Lose,6.07,917,9144,267,TV,12,Finished Airing,"Apr 14, 2021 to Jun 30, 2021",Spring 2021,Wednesdays at 21:00 (JST),"AT-X,       Delfi Sound,       Sun TV,       Kadokawa","None found, add some",Doga Kobo,Light novel,"Comedy, Romance",23 min. per ep.,PG-13 - Teens 13 or older,"1,650","Harem, School",
Osomatsu-kun: Iyami wa Hitori Kaze no Naka,,6.07,14129,9145,865,OVA,1,Finished Airing,25-Aug-90,,,Nippon Columbia,"None found, add some",Pierrot,Manga,Comedy,25 min.,G - All Ages,1,"Gag Humor, Historical",
Perman (1983) Specials,,6.07,15166,9146,634,Special,3,Finished Airing,"Jul 20, 1983 to Oct 1, 1984",,,"None found, add some","None found, add some",Shin-Ei Animation,Unknown,Comedy,12 min. per ep.,PG - Children,1,,Kids
Precure kara Minna e no Ouen Movie,,6.07,10581,9147,2,ONA,1,Finished Airing,20-May-11,,,"None found, add some","None found, add some",Toei Animation,Original,Fantasy,32 sec.,G - All Ages,1,Mahou Shoujo,
Shinobi no Ittoki,,6.07,1427,9148,166,TV,12,Finished Airing,"Oct 4, 2022 to Dec 20, 2022",Fall 2022,Tuesdays at 20:00 (JST),"TMS Entertainment,       Toy's Factory,       DMM pictures,       DMM Music,       NetEase,       Vobile Japan","None found, add some",TROYCA,Original,Action,23 min. per ep.,PG-13 - Teens 13 or older,706,School,
Slide,,6.07,16502,9149,468,ONA,1,Finished Airing,10-Jul-17,,,"None found, add some","None found, add some","None found, add some",Original,Sports,7 min.,G - All Ages,0,Music,
Sore Ike! Anpanman: Soratobu Ehon to Glass no Kutsu,,6.07,15131,9150,640,Movie,1,Finished Airing,13-Jul-96,,,"None found, add some","None found, add some",TMS Entertainment,Unknown,"Comedy, Fantasy",1 hr.,PG - Children,0,,Kids
Stitch!,,6.07,7689,9151,6,TV,25,Finished Airing,"Oct 8, 2008 to Mar 25, 2009",Fall 2008,Unknown,"TV Asahi,       Disney Platform Distribution","None found, add some",Madhouse,Other,"Adventure, Comedy",25 min. per ep.,PG - Children,14,,Kids
Tanken Driland: 1000-nen no Mahou,,6.07,12251,9152,1,TV,51,Finished Airing,"Apr 6, 2013 to Mar 29, 2014",Spring 2013,Unknown,"TV Tokyo,       GREE","None found, add some",Toei Animation,Unknown,"Adventure, Fantasy",24 min. per ep.,PG - Children,0,,
Tattoon Master,,6.07,9301,9153,3,OVA,2,Finished Airing,"Apr 26, 1996 to Aug 23, 1996",,,KSS,Media Blasters,AIC,Manga,"Adventure, Comedy, Slice of Life, Supernatural",28 min. per ep.,PG-13 - Teens 13 or older,4,,
Teki wa Kaizoku: Neko-tachi no Kyouen,The Enemy's the Pirates!: The Cats' Banquet,6.07,10791,9154,2,TV,6,Finished Airing,"Dec 26, 1989 to Dec 31, 1989",Fall 1989,Unknown,"Kitty Films,       Kitty Film Mitaka Studio,       Watanabe Promotion","None found, add some","Production I.G,       Madhouse",Novel,"Comedy, Sci-Fi",25 min. per ep.,R+ - Mild Nudity,5,,
"Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...",,6.07,12734,9155,1,Movie,1,Finished Airing,07-Feb-04,,,Tezuka Productions,"None found, add some","None found, add some",Unknown,Sci-Fi,20 min.,G - All Ages,0,,
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu,,6.07,13042,9156,1,TV,37,Finished Airing,"Apr 15, 2017 to Dec 23, 2017",Spring 2017,Saturdays at 07:00 (JST),TBS,"None found, add some",OLM,Other,"Adventure, Mystery, Sci-Fi",24 min. per ep.,PG - Children,2,"Detective, Mecha",
Umi no Triton (1979),Triton of the Sea (1979),6.07,13228,9157,1,Movie,2,Finished Airing,"Apr 4, 1979 to May 21, 1984",,,Tohokushinsha Film Corporation,"None found, add some",Animation Staff Room,Manga,"Adventure, Fantasy",1 hr. 14 min. per ep.,G - All Ages,1,,Shounen
Xiao Liyu Lixian Ji,The Adventures of Little Carp,6.07,17147,9158,412,TV,52,Finished Airing,"Jun 1, 2007 to ?",?,Unknown,"None found, add some","None found, add some","None found, add some",Other,"Adventure, Fantasy",22 min. per ep.,PG - Children,3,,Kids
Youkoso Lodoss-tou e!,Welcome to Lodoss Island!,6.07,10679,9159,2,Movie,1,Finished Airing,25-Apr-98,,,AIC,"None found, add some","None found, add some",Novel,Comedy,35 min.,G - All Ages,3,Parody,
Youma,Blood Reign: Curse of the Yoma,6.07,6432,9160,10,OVA,2,Finished Airing,"May 1, 1989 to Jun 1, 1989",,,animate Film,ADV Films,J.C.Staff,Manga,"Action, Drama, Horror, Supernatural, Suspense",38 min. per ep.,R - 17+ (violence & profanity),28,Mythology,Shoujo
Yumemi no E,Dreams into Drawing,6.07,14891,9161,680,Movie,1,Finished Airing,23-Aug-19,,,"None found, add some","None found, add some","Yamamura Animation, Inc.",Novel,,10 min.,PG - Children,0,"Historical, Visual Arts",
Yumeria,,6.07,4183,9162,28,TV,12,Finished Airing,"Jan 9, 2004 to Mar 26, 2004",Winter 2004,Fridays at 00:30 (JST),"None found, add some","ADV Films,       Sentai Filmworks",Studio Deen,Visual novel,"Action, Comedy, Ecchi",24 min. per ep.,PG-13 - Teens 13 or older,32,"Harem, Super Power",
Yurumates 3D OVA,,6.07,11148,9163,2,OVA,1,Finished Airing,30-Aug-12,,,Takeshobo,"None found, add some",C2C,4-koma manga,"Comedy, Slice of Life",3 min.,PG-13 - Teens 13 or older,2,,Seinen
Angelique: Seichi yori Ai wo Komete,,6.07,9908,9164,3,OVA,3,Finished Airing,"Jan 25, 2001 to Jun 27, 2001",,,"None found, add some","None found, add some",Yumeta Company,Visual novel,"Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi",30 min. per ep.,PG-13 - Teens 13 or older,1,,Shoujo
Assemble Insert,,6.07,8546,9165,5,OVA,2,Finished Airing,"Dec 21, 1989 to Feb 25, 1990",,,Tohokushinsha Film Corporation,"None found, add some",Studio Core,Manga,"Comedy, Sci-Fi",29 min. per ep.,PG-13 - Teens 13 or older,9,Detective,
Bem,,6.07,2558,9166,72,TV,12,Finished Airing,"Jul 15, 2019 to Oct 14, 2019",Summer 2019,Mondays at 01:35 (JST),"TV Tokyo,       Nihon Ad Systems,       Pony Canyon,       KlockWorx,       flying DOG",Funimation,"Production I.G,       LandQ studios",Original,"Action, Supernatural",24 min. per ep.,PG-13 - Teens 13 or older,97,Mythology,
Boku no Boukuugou,,6.07,14063,9167,877,TV Special,1,Finished Airing,13-Aug-05,,,"None found, add some","None found, add some",Shin-Ei Animation,Novel,Drama,45 min.,G - All Ages,1,Historical,Kids
Buddy Go! 2,,6.07,9945,9168,3,Special,4,Finished Airing,"Oct 4, 2016 to Oct 25, 2016",,,"None found, add some","None found, add some","None found, add some",Manga,"Comedy, Romance",1 min. per ep.,PG - Children,6,Crossdressing,Shoujo
Dragon Age: Blood Mage no Seisen,Dragon Age: Dawn of the Seeker,6.07,6409,9169,10,Movie,1,Finished Airing,11-Feb-12,,,"None found, add some",Funimation,Oxybot,Game,"Action, Fantasy",1 hr. 29 min.,R - 17+ (violence & profanity),10,,
Fei Ren Zai: Shenxian Ye Ai Chi,,6.07,16774,9170,442,ONA,3,Finished Airing,"Dec 11, 2017 to Dec 25, 2017",,,"None found, add some","None found, add some",Fenz,Manga,"Comedy, Fantasy",3 min. per ep.,PG-13 - Teens 13 or older,0,Mythology,
Flying Witch Petit,,6.07,5234,9171,16,ONA,9,Finished Airing,"Mar 18, 2016 to Jun 24, 2016",,,"VAP,       Magic Capsule",Sentai Filmworks,domerica,Manga,"Slice of Life, Supernatural",2 min. per ep.,PG-13 - Teens 13 or older,8,,
Genei Toushi Bastof Lemon,BASToF Syndrome,6.07,12296,9172,1,TV,26,Finished Airing,"May 3, 2001 to Nov 15, 2001",Spring 2001,Unknown,"None found, add some",ADV Films,Dongwoo A&E,Unknown,"Adventure, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,2,Mecha,
Ginga Tetsudou 999 (ONA),,6.07,12528,9173,1,ONA,6,Finished Airing,"Sep 9, 2002 to Jul 2004",,,"None found, add some","None found, add some",Toei Animation,Unknown,"Adventure, Drama, Sci-Fi",15 min. per ep.,G - All Ages,1,Space,
Heybot!,,6.07,10265,9174,2,TV,50,Finished Airing,"Sep 18, 2016 to Sep 24, 2017",Fall 2016,Sundays at 07:00 (JST),Bandai,"None found, add some",Bandai Namco Pictures,Original,"Comedy, Sci-Fi",23 min. per ep.,PG - Children,24,Parody,Kids
Hoshi ni Negai wo: Cold Body + Warm Heart,,6.07,11057,9175,2,ONA,1,Finished Airing,01-Jun-09,,,"None found, add some","None found, add some",Barnum Studio,Original,"Adventure, Sci-Fi",22 min.,PG-13 - Teens 13 or older,0,,
Houma Hunter Lime,Jewel BEM Hunter Lime,6.07,10010,9176,3,OVA,3,Finished Airing,"Oct 25, 1996 to Mar 7, 1997",,,"TBS,       Asmik Ace","Media Blasters,       Sentai Filmworks",Ashi Productions,Visual novel,"Comedy, Fantasy",27 min. per ep.,PG-13 - Teens 13 or older,5,,
Ippatsu Kanta-kun,,6.07,12943,9177,1,TV,53,Finished Airing,"Sep 18, 1977 to Sep 24, 1978",Fall 1977,Unknown,"None found, add some","None found, add some",Tatsunoko Production,Original,"Adventure, Comedy, Sports",24 min. per ep.,PG - Children,1,Team Sports,Kids
Abarenbou Rikishi!! Matsutarou,Rowdy Sumo Wrestler Matsutaro!!,6.06,6528,9178,9,TV,23,Finished Airing,"Apr 6, 2014 to Sep 28, 2014",Spring 2014,Unknown,"None found, add some","None found, add some",Toei Animation,Manga,Sports,22 min. per ep.,PG-13 - Teens 13 or older,12,Combat Sports,Seinen
